Name,Address,City,State,Zip Code,Phone,Facility Type,License Type,Capacity,Ages,Current Subsidy Provider
"AmeriKIDS Preschool, LLC",8620 North Five Forks Road,AMELIA,VA,23002,(804) 561-3866,Child Day Center,Two Year,88,1 year 4 months - 12 years 11 months,No
"AmeriKIDS Preschool, LLC",8721 North Five Forks Road,AMELIA,VA,23002,(804) 561-3866,Child Day Center,Two Year,60,4 years 11 months - 12 years 11 months,No
American Day School #1,917 Princess Street,ALEXANDRIA,VA,22314,(703) 837-0237,Child Day Center,Two Year,99,1 year 4 months - 6 years 11 months,No
American Day School #2,501 N. Henry Street,ALEXANDRIA,VA,22314,(703) 837-0237,Child Day Center,Two Year,28,2 months - 18 months,No
American Day School #3,1108 Oronoco Street,ALEXANDRIA,VA,22314,(703) 837-0099,Child Day Center,Two Year,62,16 months - 5 years 11 months,No
Amherst Presbyterian Preschool,163 Second Street,AMHERST,VA,24521,(434) 946-5244,Child Day Center,Two Year,41,1 year 4 months - 5 years 11 months,No
Ana's Kids,2201 & 2205 S. Fern Street,ARLINGTON,VA,22202,(703) 405-4598,Child Day Center,Two Year,43,1 month - 5 years 11 months,No
Andy Taylor Center for Early Childhood Development,213 Fourth Street,FARMVILLE,VA,23901,(434) 395-4868,Child Day Center,Two Year,72,2 years - 12 years 11 months,No
Angel's Korner Day Care & Learning Center,517 Braxton Road,FRONT ROYAL,VA,22630,(540) 635-9787,Child Day Center,Two Year,100,1 month - 12 years 11 months,Yes
Angel's Korner Day Care & Learning Center #2,621 & 633 N. Commerce Avenue,FRONT ROYAL,VA,22630,(540) 635-2214,Child Day Center,Two Year,99,1 month - 12 years 11 months,Yes
Angel's Place Daycare Center II,"9573 Shore Drive
Suite A",NORFOLK,VA,23518,(757) 963-1696,Child Day Center,Two Year,156,1 month - 12 years 11 months,Yes
Angelles Place Childcare,3907 Hershberger Road NW,ROANOKE,VA,24017,(540) 491-9613,Child Day Center,Two Year,64,1 month - 12 years 11 months,Yes
Angels Keepers,329 Kellam Road,VIRGINIA BEACH,VA,23462,(757) 490-9441,Child Day Center,Two Year,29,2 years - 12 years,Yes
Angels at Play Childcare Center,5810 Boydton Plank Road,NORTH DINWIDDIE,VA,23803,(804) 861-8888,Child Day Center,Two Year,143,1 month - 12 years 11 months,Yes
Animated Child,5167 Waterway Drive,DUMFRIES,VA,22025,(703) 763-0003,Child Day Center,Two Year,50,2 years - 12 years 11 months,No
Annandale Children's Learning Center,7100 Columbia Pike,ANNANDALE,VA,22003,(703) 256-4770,Child Day Center,Two Year,80,2 months - 12 years 11 months,Yes
Annandale Play-Care Inc.,5100-A Ravensworth Road,ANNANDALE,VA,22003,(703) 642-9207,Child Day Center,Two Year,90,2 years - 12 years 11 months,Yes
Annandale Preschool Association,8410 Little River Turnpike,ANNANDALE,VA,22003,(703) 978-6127,Child Day Center,Two Year,50,23 months - 5 years 11 months,No
Annandale United Methodist Weekday Preschool & Early Learning,6935 Columbia Pike,ANNANDALE,VA,22003,(703) 256-1100,Child Day Center,Two Year,178,1 year - 5 years 11 months,No
Apache Run Head Start,128 Apache Run Road,MAX MEADOWS,VA,24360,(276) 210-4925,Child Day Center,Two Year,71,2 years 10 months - 5 years 11 months,No
Apostles Preshool and Childcare,304 Newberry Drive,CHESAPEAKE,VA,23322,(757) 410-1797,Child Day Center,Two Year,210,1 month - 12 years 11 months,No
Appalachia Head Start Center,717 West Main Street,APPALACHIA,VA,24216,(276) 679-0518 (139),Child Day Center,Two Year,32,1 month - 5 years 11 months,No
Apple Academy of Central Presbyterian Church,301 Euclid Avenue,BRISTOL,VA,24201,(276) 669-9328,Child Day Center,Two Year,100,1 month - 12 years 11 months,No
"Apple Dumpling Learning Center, LLC",348 S. Commerce Avenue,FRONT ROYAL,VA,22630,(540) 635-5552,Child Day Center,Two Year,140,1 month - 12 years 11 months,Yes
Apple Tree Learning Center #1001,1141 Executive Blvd.,CHESAPEAKE,VA,23320,(757) 547-9530,Child Day Center,Two Year,285,1 month - 12 years 11 months,Yes
Apple Tree Learning Center #1002,601 West Washington Street,SUFFOLK,VA,23434,(757) 539-9000,Child Day Center,Two Year,112,2 years - 12 years 11 months,Yes
Apple Tree Learning Center #1003,410 North Broad Street,SUFFOLK,VA,23434,(757) 539-9267,Child Day Center,Two Year,39,1 month - 3 years 11 months,Yes
Apple Tree Learning Center #1006,163 Mt. Pleasant Road,CHESAPEAKE,VA,23320,(757) 410-8532,Child Day Center,Two Year,120,1 month - 12 years 11 months,Yes
Apple Tree Learning Center #1007,112 Coastal Way,CHESAPEAKE,VA,23320,(757) 410-1790,Child Day Center,Two Year,93,2 years - 12 years,Yes
Apple Tree Learning Center #1008,112 Bruton Court,CHESAPEAKE,VA,23322,(757) 410-1790,Child Day Center,Two Year,104,1 month - 12 years 11 months,No
"Appletree Child Development Center, LLC",9803 Woolwine Highway,WOOLWINE,VA,24185,(276) 930-3866,Child Day Center,Two Year,25,1 month - 12 years 11 months,Yes
Appletree II,"712 Tapawingo Road, SW",VIENNA,VA,22180,(703) 281-2626,Child Day Center,Two Year,115,3 years - 8 years 11 months,No
Appletree School,9655 Blake Lane,FAIRFAX,VA,22031,(703) 281-7747,Child Day Center,Two Year,105,6 months - 11 years 11 months,No
Aquia Harbor Preschool,1106 Spain Drive,STAFFORD,VA,22554,(540) 659-5771,Child Day Center,Two Year,18,2 years 11 months - 5 years 11 months,No
Aquinas Montessori School,8334 Mt. Vernon Highway,ALEXANDRIA,VA,22309,(703) 780-8484,Child Day Center,Two Year,70,2 years 6 months - 12 years 11 months,No
Arlington Career Ctr./Teenage Parenting Program-Infant Care Ctr.,816 S. Walter Reed Drive,ARLINGTON,VA,22204,(703) 228-5756,Child Day Center,Two Year,40,Birth - 4 years 11 months,Yes
Arlington Children's Center,1915 N. Uhle Street,ARLINGTON,VA,22201,(703) 528-5588,Child Day Center,Two Year,64,2 months - 5 years 11 months,No
Arlington Montessori House,3809 and 3813 N. Washington Blvd.,ARLINGTON,VA,22201,(703) 524-2511,Child Day Center,Two Year,56,2 years 6 months - 6 years 11 months,No
Arlington P&R-Fairlington Community Center,300 North Park Drive,ARLINGTON,VA,22203,(703) 228-6430,Child Day Center,Two Year,51,Birth - 5 years 11 months,No
Arlington P&R-Gunston Creative Preschool,2700 S. Lang Street,ARLINGTON,VA,22206,(703) 228-6981,Child Day Center,Two Year,24,3 years - 5 years 11 months,No
Arlington P&R-Lubber Run Pre-School & Tot Camp,2121 North Culpepper Street,ARLINGTON,VA,22207,(703) 228-4742,Child Day Center,Two Year,27,3 years - 5 years 11 months,No
Arlington P&R-Madison Community Center,3829 North Stafford Street,ARLINGTON,VA,22207,(703) 228-5316,Child Day Center,Two Year,39,1 year - 6 years 11 months,No
Arlington Unitarian Cooperative PS,4444 Arlington Blvd.,ARLINGTON,VA,22204,(703) 892-3878,Child Day Center,Two Year,62,1 month - 5 years 11 months,No
Armed Services YMCA,1465 Lakeside Road,VA. BEACH,VA,23455,(757) 363-1884,Child Day Center,Two Year,107,2 years - 12 years 11 months,No
Armed Services YMCA B & A School Program @Sewells Point Elem,7928 Hampton Boulevard,NORFOLK,VA,23505,(757) 309-3236,Child Day Center,Two Year,"6:30 a.m. and 3:00 p.m. - 9:00a.m. to 6:00 p.m., Monday - Friday",100,No
"Arms of the King, Inc.",10998 Jefferson Avenue,NEWPORT NEWS,VA,23601,(757) 599-5737,Child Day Center,Two Year,92,1 month - 12 years 11 months,Yes
Arnold Burton Head Start Child Development Center,1760 Roanoke Boulevard,SALEM,VA,24153,(540) 342-2350,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,No
Ashburn Village Sports Pavilion,20585 Ashburn Village Blvd.,ASHBURN,VA,20147,(703) 478-8901,Child Day Center,Two Year,70,5 years - 11 years 11 months,No
Ashland Community Preschool,500 South Center Street,ASHLAND,VA,23005,(804) 798-0409,Child Day Center,Two Year,20,2 years 9 months - 6 years 11 months,No
"Ashley and Friends Child Care Center, Inc.",1117 West Nine Mile Road,HIGHLAND SPRINGS,VA,23075,(804) 737-6626,Child Day Center,Two Year,74,Birth - 12 years 11 months,Yes
"Ashton Day Care, LLC",410 Washington Avenue,COLONIAL BEACH,VA,22443,(804) 224-5437,Child Day Center,Two Year,29,1 month - 12 years 11 months,Yes
Aslan Castle Early Learning Center,249 Laxton Road,LYNCHBURG,VA,24502,(434) 239-5407,Child Day Center,Two Year,92,2 months - 12 years 11 months,Yes
Atkins Head Start Center,5894 Lee Highway,ATKINS,VA,24311,(276) 988-5583,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,No
Atlantic Coast Athletic Club Afterschool Kidz Club,200 Four Seasons Drive,CHARLOTTESVILLE,VA,22901,(434) 978-7529,Child Day Center,Two Year,300,4 years - 12 years 11 months,No
Atlantic Coast Athletic Club in Richmond (ACAC-Richmond),11621 Robious Road,MIDLOTHIAN,VA,23113,(804) 464-0997,Child Day Center,Two Year,256,3 years - 12 years 11 months,No
Augusta Health Childcare Center,127 Medical Center Circle,FISHERSVILLE,VA,22939,(540) 332-5600,Child Day Center,Two Year,135,Birth - 12 years 11 months,No
Augusta School,"21480 Pacific Blvd
Suite 150",STERLING,VA,20166,(571) 434-6200,Child Day Center,Two Year,90,Birth - 12 years 11 months,Yes
Aylett Country Day School,1657 Powcan Road,BRUINGTON,VA,23023,(804) 443-3214,Child Day Center,Two Year,75,3 years - 12 years 11 months,No
BASIS Independent McLean,8000 Jones Branch Drive,MC LEAN,VA,22102,(703) 854-1253,Child Day Center,Two Year,200,2 years - 12 years 11 months,No
BC Charles School Age Program,701 Menchville Road,NEWPORT NEWS,VA,23602,(757) 926-1400,Child Day Center,Two Year,"6:00A-8:15A - 2:30P-6:30P, Monday - Friday",90,Yes
"BRIGHT HORIZONS CHILDREN's CENTERS, LLC - Charlottesville",839 Estes Street,CHARLOTTESVILLE,VA,22903,(434) 924-2907,Child Day Center,Two Year,170,1 month - 5 years 11 months,No
"Baby, Toddler and Preschool Land",10400 Fairfax Village Drive,FAIRFAX,VA,22030,(703) 279-7188,Child Day Center,Two Year,93,1 month - 12 years 11 months,Yes
Babysteps Child Development Center Too,6219 Portsmouth Boulevard,PORTSMOUTH,VA,23701,(757) 966-2572,Child Day Center,Provisional,94,1 month - 12 years,Yes
Backyard Bears Day School,"360 E. Virginia Avenue, Suite 2",VINTON,VA,24179,(540) 819-2928,Child Day Center,Two Year,32,1 month - 12 years 11 months,Yes
Bailey's Childcare and Learning Center,"3701 George Mason Drive, Suite C2-N",FALLS CHURCH,VA,22041,(703) 310-4150,Child Day Center,Conditional,40,2 years 6 months - 5 years 11 months,Yes
Ballston Children's Center,3850 Wilson Boulevard,ARLINGTON,VA,22203,(703) 527-7200,Child Day Center,Two Year,125,2 years 6 months - 12 years 11 months,No
Barbara's Childcare Center,8055 Carlton Street,NORFOLK,VA,23518,(757) 480-2272,Child Day Center,Two Year,38,1 month - 12 years 11 months,Yes
Barbara's Childcare Center 2,8065 Carlton Street,NORFOLK,VA,23518,(757) 480-2272,Child Day Center,Two Year,20,1 month - 4 years,No
Barnes Family Child Care Center,596 Hemlock Road,NEWPORT NEWS,VA,23601,(757) 706-3451,Child Day Center,Two Year,58,Birth - 12 years 11 months,Yes
Barrett Early Learning Center,410 Ridge Street,CHARLOTTESVILLE,VA,22902,(434) 295-9202,Child Day Center,Two Year,60,2 years - 5 years 11 months,Yes
Bashful Giraffe Early Learning Center,19 George Street,LYNCHBURG,VA,24502,(434) 237-0054,Child Day Center,Two Year,200,1 month - 12 years 11 months,Yes
Basics Primary School and Day Care,1509 River Birch Run North,CHESAPEAKE,VA,23320,(757) 424-0994,Child Day Center,Two Year,130,2 years 11 months - 11 years 11 months,Yes
Bayside Village Day School,1565 Bradford Road,VIRGINIA BEACH,VA,23455,(757) 464-0721,Child Day Center,Two Year,40,Birth - 12 years,No
Beach Manor School,2660 West Neck Road,VA BEACH,VA,23457,(757) 430-3338,Child Day Center,Two Year,140,2 years - 10 years 11 months,No
Beach Montessori Christian Academy,1101 Eaglewood Drive,VA BEACH,VA,23454,(757) 428-5437,Child Day Center,Two Year,160,1 month - 12 years 11 months,Yes
BeanTree Learning,43629 Greenway Corporate Drive,ASHBURN,VA,20147,(571) 223-3110,Child Day Center,Two Year,304,1 month - 12 years 11 months,No
BeanTree Learning (Westfield Location),5003 Westone Plaza,CHANTILLY,VA,20151,(703) 961-8222,Child Day Center,Two Year,225,1 month - 12 years 11 months,Yes
Bears and Blankets Academy of Early Learning,317 N. Lewis Street,STAUNTON,VA,24401,(540) 886-4472,Child Day Center,Two Year,64,Birth - 12 years 11 months,No
Beautiful Beginning Daycare and Learning Center,1974 South Sycamore Street,PETERSBURG,VA,23805,(804) 733-7880,Child Day Center,Two Year,81,1 month - 12 years 11 months,Yes
Bedford Area Family YMCA,1111 Turnpike Road,BEDFORD,VA,24523,(540) 586-3483,Child Day Center,Two Year,180,5 years - 12 years 11 months,Yes
Bedford Area Family YMCA at Goodview Elementary School,1374 Rivermont Academy Road,GOODVIEW,VA,24095,(540) 586-3483,Child Day Center,Two Year,50,4 years - 12 years 11 months,No
Bedford Area Family YMCA at New London Academy,12400 East Lynchburg-Salem Turnpike,FOREST,VA,24551,(540) 586-3483,Child Day Center,Two Year,50,5 years - 12 years 11 months,No
Bedford Area Family YMCA at Stewartsville Elementary School,1138 Wildcat Road,GOODVIEW,VA,24019,(540) 586-3483,Child Day Center,Two Year,50,5 years - 12 years 11 months,No
Bedford Area Family YMCA at Thomas Jefferson Elementary School,"1255 Patriot Place
Thomas Jefferson Elementary School",FOREST,VA,24551,(540) 586-3483,Child Day Center,Two Year,75,5 years - 12 years 11 months,No
"Beginnings Academy of Learning, LLC",400 Sharon Drive,NEWPORT NEWS,VA,23602,(757) 369-0670,Child Day Center,Two Year,99,1 month - 12 years 11 months,Yes
Beginnings Child Development,2815 Chestnut Avenue,NEWPORT NEWS,VA,23607,(757) 380-0107,Child Day Center,Two Year,53,1 month - 12 years 11 months,Yes
Behavioral Momentum LLC,"44933 George Washington Boulevard
Suite 115",ASHBURN,VA,20147,(703) 724-4333,Child Day Center,Two Year,19,3 years - 6 years 11 months,No
Bellamy Manor School,5009 Providence Road,VA. BEACH,VA,23464,(757) 495-4525,Child Day Center,Two Year,150,2 years - 10 years 11 months,No
Belle Croft Preschool,24051 Drummondtown Road,ACCOMAC,VA,23301,(757) 787-4321,Child Day Center,Two Year,81,1 month - 12 years 11 months,Yes
Belmont Head Start Child Development Center,1101 Jamison Avenue SE,ROANOKE,VA,24013,(540) 857-4107,Child Day Center,Two Year,30,2 years 11 months - 5 years 11 months,No
Benhams Child Development Center,7741 Rich Valley Road,BRISTOL,VA,24202,(276) 466-9122,Child Day Center,Two Year,54,3 years - 5 years 11 months,No
Bermuda Hundred Child Development Center,2025 Florence Avenue,CHESTER,VA,23836,(804) 319-9183,Child Day Center,Two Year,100,2 years - 12 years 11 months,Yes
Beth Car Head Start Center,25 Church Street,HALIFAX,VA,24558,(434) 476-5030,Child Day Center,Two Year,16,2 years 10 months - 5 years 11 months,No
Bethel Child Development Center,1705 Todds Lane,HAMPTON,VA,23666,(757) 826-1426 (308),Child Day Center,Two Year,100,1 month - 12 years 11 months,Yes
Bethel Manor Head Start at Bethel Manor Elementary,1797 1st Street,HAMPTON,VA,23665,(757) 890-3888,Child Day Center,Two Year,33,3 years - 5 years 11 months,No
Betty Lou Brown Head Start Child Development Center,"206 Ninth Street, NW",ROANOKE,VA,24016,(540) 342-9491,Child Day Center,Two Year,52,1 month - 5 years 11 months,Yes
Betty's Child Care and Educational Center,690 Bell Street,HAMPTON,VA,23666,(757) 838-7152,Child Day Center,Two Year,60,1 year 6 months - 12 years 11 months,Yes
Big Blue Marble Academy,13711 Village Mill Drive,MIDLOTHIAN,VA,23114,(804) 897-2888,Child Day Center,Two Year,130,1 month - 12 years 11 months,No
Bison Beginning's Early Learning Center LLC,3742 Churchville Avenue,CHURCHVILLE,VA,24421,(540) 337-6054,Child Day Center,Two Year,38,2 years - 12 years 11 months,No
Blacksburg Kindercare,844 University City Blvd,BLACKSBURG,VA,24060,(540) 418-4963,Child Day Center,Conditional,90,1 month - 12 years 11 months,No
Blacksburg New School,2500 North Main Street,BLACKSBURG,VA,24060,(540) 552-6693,Child Day Center,Two Year,45,4 years 6 months - 12 years 11 months,No
Blacksburg South KinderCare Learning Center,1301 Rugby Lane,BLACKSBURG,VA,24060,(540) 552-1469,Child Day Center,Two Year,130,1 month - 12 years 11 months,No
Bland Head Start Center,76 Seddon Street,BLAND,VA,24315,(276) 988-5583,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,No
Blessed Sacrament School - Extended Day Program,1417 West Braddock Road,ALEXANDRIA,VA,22302,(703) 998-4170 (26),Child Day Center,Two Year,100,3 years - 12 years 11 months,No
Blessings for You Child Care & Learning Center,5405 Brook Road,RICHMOND,VA,23227,(804) 726-6223,Child Day Center,Two Year,77,1 year 4 months - 12 years 11 months,Yes
Blossom Montessori School,4212 F Technology Court,CHANTILLY,VA,20151,(703) 362-1502,Child Day Center,Two Year,142,1 year 4 months - 8 years 11 months,No
Blue Bird Day School,"2401 9th Street, North
903 and 907 North Barton Street",ARLINGTON,VA,22201,(703) 525-7117,Child Day Center,Conditional,48,2 years - 6 years 11 months,No
Blue Bird of Alexandria,346 Commerce Street,ALEXANDRIA,VA,22314,(703) 683-2701,Child Day Center,Two Year,145,1 month - 12 years 11 months,No
Blue Bird of Alexandria II,"1400, 1412 and 1416 Duke Street",ALEXANDRIA,VA,22314,(703) 548-1268,Child Day Center,Conditional,492,1 month - 12 years 11 months,No
Blue Bird of Vienna,1101 Park Street SE,VIENNA,VA,22180,(703) 938-5955,Child Day Center,Two Year,90,1 month - 12 years 11 months,No
Blue Mountain School,"470 Christiansburg Pike, NE",FLOYD,VA,24091,(540) 745-4234,Child Day Center,Two Year,18,2 years - 12 years 11 months,No
Blue Ribbon Results Preschool / Child Care Center,1132 Pickett Road,NORFOLK,VA,23502,(757) 930-0524,Child Day Center,Two Year,70,2 years 6 months - 12 years 11 months,Yes
Blue Ridge Montessori School,1071 Woodberry Square Place,LYNCHBURG,VA,24502,(434) 525-0061,Child Day Center,Two Year,124,1 month - 12 years 11 months,No
Boar's Head Sports Club,200 Wellington Drive,CHARLOTTESVILLE,VA,22903,(434) 244-2430,Child Day Center,Two Year,40,1 month - 12 years 11 months,No
Bon Secours Family Center @ Memorial Regional Medical Center,8210 Meadowbridge Road,MECHANICSVILLE,VA,23116,(804) 559-0647,Child Day Center,Two Year,150,1 month - 12 years 11 months,Yes
Bon Secours Family Center @ SMH,1403 Maple Avenue,RICHMOND,VA,23226,(804) 285-0444,Child Day Center,Two Year,153,1 month - 12 years 11 months,Yes
Bon Secours Family Center @ St. Francis Medical Center,13901 St. Francis Boulevard,MIDLOTHIAN,VA,23114,(804) 594-4990,Child Day Center,Two Year,133,1 month - 12 years 11 months,Yes
Bonsack Baptist Weekday Early Education Center,4845 Cloverdale Road,ROANOKE,VA,24019,(540) 977-0485,Child Day Center,Two Year,228,2 years 6 months - 12 years 11 months,No
Boones Mill Elementary YMCA Before & After School Program,265 Taylors Road,BOONES MILL,VA,24065,(540) 493-3600,Child Day Center,Two Year,50,3 years - 12 years 11 months,Yes
Booz Allen Hamilton Family Center,8283-C Greensboro Drive,MC LEAN,VA,22102,(703) 377-0290,Child Day Center,Two Year,83,1 month - 6 years 11 months,No
Botetourt Family YMCA,151 Shenandoah Avenue,DALEVILLE,VA,24083,(540) 966-9622,Child Day Center,Two Year,50,5 years - 12 years 11 months,No
Bountiful Blessings Day Care Center,1010 E. Brambleton Ave.,NORFOLK,VA,23504,(757) 313-9181,Child Day Center,Two Year,65,1 month - 12 years 11 months,Yes
Bow Creek Recreation Center Early Childhood Programs,3427 Club House Rd.,VIRGINIA BEACH,VA,23464,(757) 385-6282,Child Day Center,Two Year,"6:30 AM - 6:00 PM, Monday - Friday",62,No
Boys & Girls Club of Greater Lynchburg,1101 Madison Street,LYNCHBURG,VA,24504,(434) 846-1111,Child Day Center,Two Year,100,6 years - 12 years 11 months,No
"Boys & Girls Club of Waynesboro, Staunton & Augusta -Waynesboro",302 E. Main Street,WAYNESBORO,VA,22980,(540) 949-4516,Child Day Center,Provisional,180,5 years - 12 years 11 months,Yes
"Boys & Girls Club of Waynesboro, Staunton & Augusta Co-Staunton",1114 W. Johnson Street,STAUNTON,VA,24401,(540) 949-4516,Child Day Center,Two Year,60,5 years - 12 years 11 months,Yes
Boys & Girls Club of the Mountain Empire - Abingdon Unit,19383 Lee Hwy,ABINGDON,VA,24210,(276) 696-9923,Child Day Center,Two Year,100,5 years - 12 years 11 months,Yes
Boys & Girls Club of the Mountain Empire -Virginia Unit,334 Rebecca Street,BRISTOL,VA,24201,(276) 669-8921,Child Day Center,Two Year,250,5 years - 12 years 11 months,Yes
Boys & Girls Club of the Mountain Empire Wise Unit,1 College Avenue,WISE,VA,24293,(276) 696-2532,Child Day Center,Two Year,200,5 years - 12 years 11 months,No
Boys & Girls Clubs - Rosemont Unit,1505 Competitor Court,VA BEACH,VA,23456,(757) 368-4445,Child Day Center,Two Year,200,5 years - 12 years 11 months,Yes
Boys & Girls Clubs - Suffolk Unit,2325 E. Washington Street,SUFFOLK,VA,23434,(757) 934-0349,Child Day Center,Two Year,"2:30 p.m. - 8:00 p.m, Monday - Friday",110,No
Boys & Girls Clubs of Harrisonburg & Rockingham Co.- Plains Unit,"225 American Legion Drive
Plains Elementary School",TIMBERVILLE,VA,22853,(540) 896-3310,Child Day Center,Two Year,"7:00 a.m./3:00 p.m. - 8:00 a.m./6:00 p.m., Monday - Friday",100,Yes
